promoter_id	gene_name	primary_input_qc_pass	primary_interaction_rna	interaction_log2_T_over_G_rna	contact_edge_cluster	high_signed_distance_bp	primary_contact_oe_difference	geometry_group	minimum_endpoint_or_replacement_edge_margin_bp	sort1_region_overlap	absolute_high_distance_bp	distance_stratum	within_distance_contact_quintile
ENSG00000150681__RGS18__tss192158462	RGS18	True	1.9431983834652566e-07	0.0002732016158585	192155000__191325000	-830961	5.294713973999023	>500 kb	74386	False	830961		
ENSG00000253148__RGS21__tss192316992	RGS21	True	-1.8199010956437681e-09	-2.6244493369779995e-06	192315000__191460000	-854491	7.383330821990967	>500 kb	82621	False	854491		
ENSG00000090104__RGS1__tss192575763	RGS1	True	1.9457475521619328e-06	0.0022146366944787	192575000__193430000	856738	4.648871898651123	>500 kb	86498	False	856738		
ENSG00000127074__RGS13__tss192636138	RGS13	True	-3.6932577056347793e-06	-0.0037494733206336	192635000__193525000	891363	4.4501423835754395	>500 kb	66685	False	891363		
ENSG00000116741__RGS2__tss192809039	RGS2	True	0.0005452462933609	0.023159335797235	192805000__192480000	-326538	5.2956129014492035	clean ≤500 kb	336597	False	326538	300–500	5
ENSG00000116747__RO60__tss193059454	RO60	True	0.000100646478478	0.001541844196707	193055000__192480000	-576953	8.67969585955143	>500 kb	198890	False	576953		
ENSG00000116750__UCHL5__tss193060080	UCHL5	True	6.854797376013022e-06	0.0001429540187362	193060000__192460000	-597579	5.864681452512741	>500 kb	211077	False	597579		
ENSG00000023572__GLRX2__tss193106114	GLRX2	True	-0.0001940906674628	-0.0084168860663253	193105000__192465000	-638613	5.416662216186523	>500 kb	185560	False	638613		
ENSG00000134371__CDC73__tss193121983	CDC73	True	0.0001735167766718	0.0043871912860244	193120000__192470000	-649482	4.796735227108002	>500 kb	180125	False	649482		
ENSG00000162630__B3GALT2__tss193186613	B3GALT2	True	1.8680216341845785e-05	0.0096181092511655	193185000__193520000	335888	3.6742212176322937	clean ≤500 kb	331923	False	335888	300–500	4
ENSG00000162687__KCNT2__tss196609225	KCNT2	True	2.1962932219288245e-06	0.001009699408471	196605000__196195000	-411724	5.477877914905548	clean ≤500 kb	301504	False	411724	300–500	5
ENSG00000000971__CFH__tss196651754	CFH	True	0.0027176118275846	0.0661324155672834	196650000__196315000	-334253	7.290684938430786	clean ≤500 kb	332740	False	334253	300–500	5
ENSG00000289697__ENSG00000289697__tss196651852	ENSG00000289697	True	0.0025710651897589	0.0527806735727821	196650000__196315000	-334351	7.290684938430786	clean ≤500 kb	332691	False	334351	300–500	5
ENSG00000116785__CFHR3__tss196774813	CFHR3	True	-3.1123147177320116e-06	-0.0022600203843988	196770000__197390000	617688	9.36267375946045	>500 kb	193523	False	617688		
ENSG00000244414__CFHR1__tss196819731	CFHR1	True	-9.194692117437276e-06	-0.0065496664245947	196815000__197340000	522770	12.376492500305176	mixed	240982	False	522770		
ENSG00000134365__CFHR4__tss196888014	CFHR4	True	-8.768081977882309e-07	-0.0004597540310999	196885000__195975000	-910513	5.810356140136719	>500 kb	49610	False	910513		
ENSG00000080910__CFHR2__tss196943738	CFHR2	True	1.710598184537747e-07	0.0001421966536179	196940000__196270000	-671237	4.1149678230285645	>500 kb	179248	False	671237		
ENSG00000134389__CFHR5__tss196975010	CFHR5	True	-4.480776563938477e-07	-0.0005920127518714	196975000__197310000	337491	2.7796170711517334	clean ≤500 kb	346121	False	337491	300–500	3
ENSG00000143278__F13B__tss197067260	F13B	True	-0.0001325225130891	-0.0302533428674446	197065000__196725000	-339759	4.791628837585449	clean ≤500 kb	352487	False	339759	300–500	5
ENSG00000066279__ASPM__tss197146694	ASPM	True	0.000263292809521	0.0033045123554746	197145000__196195000	-949193	3.26556658744812	>500 kb	47770	False	949193		
ENSG00000177888__ZBTB41__tss197201293	ZBTB41	True	-0.0001414754570455	-0.001058505444778	197200000__198170000	971208	3.3275277614593506	>500 kb	36763	False	971208		
ENSG00000134376__CRB1__tss197268204	CRB1	True	-1.5163989223202165e-06	-0.0017447045290467	197265000__196305000	-960703	5.386153221130371	>500 kb	27015	False	960703		
ENSG00000213047__DENND1B__tss197775696	DENND1B	True	2.2391683060377435e-05	0.0051939232619739	197775000__198615000	841805	3.138218402862549	>500 kb	83964	False	841805		
ENSG00000203724__C1orf53__tss197902630	C1orf53	True	0.0001683405571857	0.0121742228209513	197900000__197515000	-385129	6.592428833246231	clean ≤500 kb	302302	False	385129	300–500	5
ENSG00000143355__LHX9__tss197911902	LHX9	True	3.4489934964645975e-05	0.0418510714562376	197910000__197520000	-389401	7.087379768490791	clean ≤500 kb	295166	False	389401	300–500	5
ENSG00000151414__NEK7__tss198156994	NEK7	True	-3.914981960970523e-05	-0.0020478998146599	198155000__197520000	-634493	3.694347620010376	>500 kb	172620	False	634493		
ENSG00000151418__ATP6V1G3__tss198540945	ATP6V1G3	True	-6.137079798478994e-07	-0.0008119604822227	198540000__197555000	-983444	4.313700884580612	>500 kb	30644	False	983444		
ENSG00000081237__PTPRC__tss198638457	PTPRC	True	-8.955543331157841e-07	-0.0011638160579722	198635000__199570000	934044	9.30771541595459	>500 kb	47845	False	934044		
ENSG00000116833__NR5A2__tss200027614	NR5A2	True	7.873106231731306e-05	0.0062317271463065	200025000__200495000	469887	3.64868888258934	mixed	254923	False	469887	300–500	
ENSG00000162702__ZNF281__tss200410056	ZNF281	True	0.0054905046465634	0.0193601704647286	200410000__200260000	-147555	2.2271275520324707	clean ≤500 kb	413589	False	147555	50–150	3
ENSG00000118193__KIF14__tss200620751	KIF14	True	0.0001693746014668	0.0051753592547546	200620000__200800000	181750	5.654032945632935	clean ≤500 kb	431492	False	181750	150–300	5
ENSG00000118197__DDX59__tss200669907	DDX59	True	0.0003938586375474	0.0252753392402272	200665000__200770000	102594	2.321690797805786	clean ≤500 kb	436070	False	102594	50–150	4
ENSG00000118200__CAMSAP2__tss200738893	CAMSAP2	True	0.0018675437035759	0.0461448976900465	200735000__200565000	-171392	1.4009907692670822	clean ≤500 kb	399170	False	171392	150–300	1
ENSG00000170128__GPR25__tss200872981	GPR25	True	4.176295921920345e-06	0.004999564571796	200870000__200575000	-295480	3.050745040178299	clean ≤500 kb	337126	False	295480	150–300	4
ENSG00000163362__INAVA__tss200891048	INAVA	True	-3.03050626775693e-05	-0.0031600100142373	200890000__200600000	-288547	2.2037011682987213	clean ≤500 kb	363093	False	288547	150–300	3
ENSG00000116852__KIF21B__tss201023714	KIF21B	True	-6.5862792144090205e-06	-0.0030071617416542	201020000__200575000	-446213	2.138095483183861	mixed	266760	False	446213	300–500	
ENSG00000081248__CACNA1S__tss201112451	CACNA1S	True	1.2169624496062556e-07	0.0001628549949525	201110000__200560000	-549950	2.5615932792425156	>500 kb	224891	False	549950		
ENSG00000232237__ASCL5__tss201127184	ASCL5	True	-1.7671825485739118e-07	-0.0002400123347725	201125000__200580000	-544683	1.7484502643346786	>500 kb	215025	False	544683		
ENSG00000116857__TMEM9__tss201171574	TMEM9	True	-9.13901372317648e-06	-0.002696590252111	201170000__200595000	-574073	3.0093672275543213	>500 kb	225330	False	574073		
ENSG00000163395__IGFN1__tss201190824	IGFN1	True	-2.5824086026309857e-08	-3.6775317150316906e-05	201190000__201695000	506677	1.8044900596141815	mixed	244028	False	506677		
ENSG00000081277__PKP1__tss201283452	PKP1	True	1.1798858475058607e-07	0.0001622023372403	201280000__201770000	489049	2.2166684418916702	mixed	245342	False	489049	300–500	
ENSG00000118194__TNNT2__tss201377764	TNNT2	True	-1.9673594810323825e-05	-0.0032446087355077	201375000__201230000	-145263	0.9491828083992004	clean ≤500 kb	414735	False	145263	50–150	1
ENSG00000159166__LAD1__tss201399915	LAD1	True	0.0004725860156963	0.0184230179277244	201395000__201265000	-132414	0.7915432155132294	clean ≤500 kb	438659	False	132414	50–150	1
ENSG00000159173__TNNI1__tss201429866	TNNI1	True	2.9190986766470577e-08	4.060558839887919e-05	201425000__201755000	327635	2.374475881457329	clean ≤500 kb	351049	False	327635	300–500	2
ENSG00000174307__PHLDA3__tss201469237	PHLDA3	True	-0.0003339257983578	-0.0087209292809216	201465000__202310000	843264	3.019326686859131	>500 kb	100735	False	843264		
ENSG00000159176__CSRP1__tss201509456	CSRP1	True	4.504981019253581e-07	0.0005514640308727	201505000__201700000	193045	2.013590022921562	clean ≤500 kb	403344	False	193045	150–300	2
ENSG00000134369__NAV1__tss201539127	NAV1	True	8.476686251220121e-06	0.0079485164315833	201535000__201435000	-101626	0.8034880757331848	clean ≤500 kb	459053	False	101626	50–150	1
ENSG00000198700__IPO9__tss201829149	IPO9	True	0.0001165467997764	0.0025798165561997	201825000__201560000	-266648	2.155152142047882	clean ≤500 kb	389042	False	266648	150–300	2
ENSG00000163431__LMOD1__tss201946548	LMOD1	True	-6.088830724931458e-07	-0.0004871069069707	201945000__201555000	-389047	2.073578119277954	clean ≤500 kb	327843	False	389047	300–500	2
ENSG00000134375__TIMM17A__tss201955503	TIMM17A	True	-7.389080457531616e-05	-0.0005909436726636	201955000__201255000	-698002	2.5893120765686035	>500 kb	173365	False	698002		
ENSG00000176393__RNPEP__tss201982372	RNPEP	True	-5.6025135031494144e-05	-0.0007613005226726	201980000__202390000	410129	1.6060779243707657	clean ≤500 kb	317302	False	410129	300–500	1
ENSG00000163435__ELF3__tss202007945	ELF3	True	3.382523616214661e-05	0.0006226950023528	202005000__201450000	-555444	1.957561731338501	>500 kb	224644	False	555444		
ENSG00000143851__PTPN7__tss202161588	PTPN7	True	-1.543988975338047e-06	-0.0011899221734569	202160000__201575000	-584087	3.0273287296295166	>500 kb	217823	False	584087		
ENSG00000133067__LGR6__tss202193799	LGR6	True	9.351390729189832e-09	1.2855679408724252e-05	202190000__202695000	503702	2.826754629611969	mixed	270516	False	503702		
ENSG00000077152__UBE2T__tss202341984	UBE2T	True	-4.8577642734535034e-05	-0.0026450882050339	202340000__202685000	345517	2.6739536225795746	clean ≤500 kb	349608	False	345517	300–500	3
ENSG00000077157__PPP1R12B__tss202348699	PPP1R12B	True	2.9801343113996723e-05	0.001361366511776	202345000__202620000	273802	3.586734801530838	clean ≤500 kb	352966	False	273802	150–300	4
ENSG00000143858__SYT2__tss202710454	SYT2	True	-1.7179813387144837e-07	-0.0002431415525849	202710000__202320000	-387953	2.1475523710250854	clean ≤500 kb	293390	False	387953	300–500	2
ENSG00000117139__KDM5B__tss202808487	KDM5B	True	-6.079308779886883e-05	-0.0022456432718773	202805000__202315000	-490986	2.2703676223754883	mixed	239373	False	490986	300–500	
ENSG00000183155__RABIF__tss202889149	RABIF	True	-1.311625956018636e-05	-0.000428952041047	202885000__203420000	533352	1.98753821849823	>500 kb	240691	False	533352		
ENSG00000117153__KLHL12__tss202928636	KLHL12	True	4.015349600730404e-05	0.002503483127349	202925000__203780000	853865	3.3876733779907227	>500 kb	95434	False	853865		
ENSG00000159346__ADIPOR1__tss202958572	ADIPOR1	True	-5.3100910502996285e-05	-0.0012373015905065	202955000__202250000	-706071	2.665374755859375	>500 kb	169331	False	706071		
ENSG00000159348__CYB5R1__tss202967275	CYB5R1	True	-0.0001050619492861	-0.0006898924325902	202965000__202330000	-634774	2.9738523960113525	>500 kb	204979	False	634774		
ENSG00000163444__TMEM183A__tss203007374	TMEM183A	True	-0.0006277563727776	-0.0042374409212864	203005000__203605000	600127	2.8799505829811096	>500 kb	222303	False	600127		
ENSG00000143847__PPFIA4__tss203026491	PPFIA4	True	-8.143162435261808e-07	-2.0863890674429697e-05	203025000__203385000	361010	2.763371616601944	clean ≤500 kb	306862	False	361010	300–500	3
ENSG00000122180__MYOG__tss203086012	MYOG	True	-3.634698364343893e-07	-0.0004657448691153	203085000__202240000	-843511	3.977238416671753	>500 kb	100611	False	843511		
ENSG00000163485__ADORA1__tss203090654	ADORA1	True	-3.0612981543260404e-08	-4.341049287066314e-05	203090000__203585000	496847	3.048459768295288	mixed	263943	False	496847	300–500	
ENSG00000133055__MYBPH__tss203175826	MYBPH	True	2.7420768477186405e-06	0.0019854408735523	203175000__203750000	576675	2.4521230906248093	>500 kb	221529	False	576675		
ENSG00000133048__CHI3L1__tss203186704	CHI3L1	True	-6.490235039543005e-05	-0.0034294647273354	203185000__202315000	-869203	3.453737497329712	>500 kb	55265	False	869203		
ENSG00000133063__CHIT1__tss203273641	CHIT1	True	8.060221948951796e-05	0.0941133629658057	203270000__203335000	63860	3.2548418641090393	clean ≤500 kb	465437	False	63860	50–150	4
ENSG00000159388__BTG2__tss203305491	BTG2	True	0.0003616477520398	0.0075027887518935	203305000__203505000	202010	1.1979056000709534	clean ≤500 kb	391362	False	202010	150–300	1
ENSG00000122176__FMOD__tss203351758	FMOD	True	0.0002306800972525	0.1845862715927599	203350000__203445000	95743	2.171770930290222	clean ≤500 kb	436995	False	95743	50–150	3
ENSG00000188783__PRELP__tss203475806	PRELP	True	-2.4352095655179673e-06	-0.003236439051001	203475000__203360000	-113305	1.2580522894859314	clean ≤500 kb	465714	False	113305	50–150	1
ENSG00000188770__OPTC__tss203494121	OPTC	True	1.009313449714218e-06	0.0014331974253053	203490000__203695000	203380	3.3871198892593384	clean ≤500 kb	393177	False	203380	150–300	4
ENSG00000058668__ATP2B4__tss203626832	ATP2B4	True	0.0008614099904723	0.1822321958423405	203625000__203510000	-114331	1.1788825392723083	clean ≤500 kb	440201	False	114331	50–150	1
ENSG00000122188__LAX1__tss203765177	LAX1	True	5.494660766528311e-06	0.0068786114620158	203765000__203505000	-257676	1.844298928976059	clean ≤500 kb	366028	False	257676	150–300	2
ENSG00000058673__ZC3H11A__tss203795623	ZC3H11A	True	-0.0006320060969894	-0.0018535089850844	203795000__203330000	-463122	2.30503810942173	clean ≤500 kb	290805	False	463122	300–500	2
ENSG00000257315__ZBED6__tss203795623	ZBED6	True	-0.0006320060969894	-0.0018535089850844	203795000__203330000	-463122	2.30503810942173	clean ≤500 kb	290805	False	463122	300–500	2
ENSG00000288644__ENSG00000288644__tss203802094	ENSG00000288644	True	0.0016497232452547	0.0034143510670288	203800000__203510000	-289593	2.2105753496289253	clean ≤500 kb	355070	False	289593	150–300	3
ENSG00000182004__SNRPE__tss203861599	SNRPE	True	-0.000450534422497	-0.0020704303614699	203860000__204060000	200902	1.621112883090973	clean ≤500 kb	421916	False	200902	150–300	2
ENSG00000143842__SOX13__tss204073115	SOX13	True	-0.0011313467127543	-0.0222283383524343	204070000__203885000	-185614	3.0723698139190674	clean ≤500 kb	429559	False	185614	150–300	4
ENSG00000143845__ETNK2__tss204152044	ETNK2	True	0.0001480307218671	0.0041463629138626	204150000__203530000	-619543	3.145698070526123	>500 kb	197595	False	619543		
ENSG00000143839__REN__tss204190324	REN	True	-2.00166939537047e-05	-0.0025875898953562	204190000__203880000	-307823	2.1120526492595673	clean ≤500 kb	368455	False	307823	300–500	2
ENSG00000170498__KISS1__tss204196491	KISS1	True	-0.0004170675292805	-0.0045134860592635	204195000__203605000	-588990	3.011919766664505	>500 kb	227871	False	588990		
ENSG00000174567__GOLT1A__tss204213988	GOLT1A	True	-9.015213695355571e-05	-0.001561966484193	204210000__203880000	-331487	2.880362391471863	clean ≤500 kb	356623	False	331487	300–500	3
ENSG00000143850__PLEKHA6__tss204378214	PLEKHA6	True	0.0001250585868717	0.004048494137455	204375000__203925000	-450713	2.3489642292261124	clean ≤500 kb	297010	False	450713	300–500	2
ENSG00000158615__PPP1R15B__tss204411887	PPP1R15B	True	-3.790976573520011e-05	-5.931060967951079e-05	204410000__203540000	-869386	4.071915626525879	>500 kb	87673	False	869386		
ENSG00000133056__PIK3C2B__tss204494805	PIK3C2B	True	-1.0537617865024468e-05	-0.0012948106651403	204490000__203755000	-737304	2.053341865539551	>500 kb	128714	False	737304		
ENSG00000198625__MDM4__tss204516379	MDM4	True	6.4067655709404425e-06	0.0003864055661609	204515000__203685000	-828878	1.9763600528240204	>500 kb	87927	False	828878		
ENSG00000170382__LRRN2__tss204685738	LRRN2	True	-4.0949367324738474e-07	-0.0005458908597649	204685000__203690000	-993237	6.821439743041992	>500 kb	25748	False	993237		
ENSG00000163531__NFASC__tss204828651	NFASC	True	-1.1460011921895957e-07	-0.0001613153742531	204825000__204590000	-236150	1.7503067255020142	clean ≤500 kb	396791	False	236150	150–300	2
ENSG00000184144__CNTN2__tss205042937	CNTN2	True	1.2277470359226846e-07	0.0001762954466789	205040000__204835000	-205436	1.9454900324344635	clean ≤500 kb	382148	False	205436	150–300	2
ENSG00000174529__TMEM81__tss205084460	TMEM81	True	-1.6020902204490206e-05	-0.0001986608175834	205080000__204900000	-181959	1.3008572310209274	clean ≤500 kb	406387	False	181959	150–300	1
ENSG00000117222__RBBP5__tss205122015	RBBP5	True	-1.821371272862568e-05	-0.0006922085783211	205120000__204800000	-319514	1.3755484372377396	clean ≤500 kb	347609	False	319514	300–500	1
ENSG00000133059__DSTYK__tss205211702	DSTYK	True	1.9939463430568297e-05	0.0017722435132418	205210000__204570000	-639201	2.6952064037323	>500 kb	167766	False	639201		
ENSG00000133069__TMCC2__tss205227946	TMCC2	True	1.946836249280695e-05	0.0050941685544436	205225000__204570000	-655445	3.201104164123535	>500 kb	194644	False	655445		
ENSG00000163545__NUAK2__tss205321745	NUAK2	True	-0.0001342004471013	-0.0111546370964324	205320000__205105000	-214244	1.233568698167801	clean ≤500 kb	415244	False	214244	150–300	1
ENSG00000162873__KLHDC8A__tss205357090	KLHDC8A	True	2.68156966655973e-08	3.5577582505232595e-05	205355000__206285000	930411	7.804934501647949	>500 kb	49661	False	930411		
ENSG00000186007__LEMD1__tss205455954	LEMD1	True	-7.741844108837291e-07	-0.0009773179319588	205455000__206350000	896547	9.0263671875	>500 kb	66593	False	896547		
ENSG00000281406__BLACAT1__tss205457091	BLACAT1	True	8.390019170983532e-08	0.0001095138063055	205455000__206350000	895410	9.0263671875	>500 kb	67162	False	895410		
ENSG00000117266__CDK18__tss205504596	CDK18	True	-2.1012282363820634e-05	-0.0014158807554483	205500000__204755000	-747095	1.926462173461914	>500 kb	148819	False	747095		
ENSG00000174514__MFSD4A__tss205568885	MFSD4A	True	7.090397041945994e-07	0.0009093321342506	205565000__206285000	718616	7.466489791870117	>500 kb	155559	False	718616		
ENSG00000158711__ELK4__tss205632011	ELK4	True	-5.472134443398544e-05	-0.0023047203171493	205630000__206270000	640490	5.556497097015381	>500 kb	189622	False	640490		
ENSG00000158715__SLC45A3__tss205680509	SLC45A3	True	7.141955363833621e-06	0.0010056830322998	205680000__206345000	666992	6.496870994567871	>500 kb	178871	False	666992		
ENSG00000069275__NUCKS1__tss205750182	NUCKS1	True	0.0001838073470933	0.0018127284238875	205750000__206350000	602319	5.607887268066406	>500 kb	213707	False	602319		
ENSG00000117280__RAB29__tss205775482	RAB29	True	-0.0004511416019274	-0.0127106021905279	205775000__205970000	197019	1.5552518367767334	clean ≤500 kb	423857	False	197019	150–300	1
ENSG00000133065__SLC41A1__tss205813748	SLC41A1	True	1.3319145579898314e-05	0.0013938343694506	205810000__206370000	558753	3.9035234451293945	>500 kb	235490	False	558753		
ENSG00000162877__PM20D1__tss205850132	PM20D1	True	-1.791489738221558e-07	-0.0001599970148717	205850000__206285000	437369	4.981258869171143	clean ≤500 kb	303682	False	437369	300–500	5
ENSG00000174502__SLC26A9__tss205943460	SLC26A9	True	-7.543353996857874e-08	-0.0001048922937599	205940000__206845000	904041	8.25400161743164	>500 kb	70346	False	904041		
ENSG00000276600__RAB7B__tss206003461	RAB7B	True	1.2501916577098069e-06	0.0013149243756997	206000000__206270000	269040	7.063459873199463	clean ≤500 kb	377847	False	269040	150–300	5
ENSG00000196188__CTSE__tss206023909	CTSE	True	1.6358985567076038e-06	0.0008274630525597	206020000__206360000	338592	4.594313144683838	clean ≤500 kb	338071	False	338592	300–500	4
ENSG00000263961__RHEX__tss206053173	RHEX	True	0.000222790532238	0.0081375961562072	206050000__206385000	334328	2.4655396938323975	clean ≤500 kb	355203	False	334328	300–500	2
ENSG00000198049__AVPR1B__tss206117699	AVPR1B	True	2.3872640320947067e-06	0.0016249498087057	206115000__205955000	-160198	1.6114962100982666	clean ≤500 kb	414767	False	160198	150–300	1
ENSG00000266028__SRGAP2__tss206203346	SRGAP2	True	-9.353945329245144e-06	-0.0022978748891793	206200000__205545000	-655845	3.804644107818603	>500 kb	156944	False	655845		
ENSG00000196550__FAM72A__tss206204414	FAM72A	True	0.0004616882464274	0.0488928315840953	206200000__206270000	68087	11.959575653076172	clean ≤500 kb	463323	False	68087	50–150	5
ENSG00000263528__IKBKE__tss206470476	IKBKE	True	5.66249091177827e-07	-4.244920841122574e-06	206470000__206655000	187025	1.136352777481079	clean ≤500 kb	401354	False	187025	150–300	1
ENSG00000266094__RASSF5__tss206507531	RASSF5	True	-2.898022223341251e-05	-0.0098710218364555	206505000__206245000	-260030	4.4573588371276855	clean ≤500 kb	392351	False	260030	150–300	5
ENSG00000143486__EIF2D__tss206612465	EIF2D	True	-0.0002093347955392	-0.0016061686123852	206610000__207570000	960036	4.151175498962402	>500 kb	32349	False	960036		
ENSG00000143479__DYRK3__tss206635536	DYRK3	True	-1.1647806629565272e-05	-0.0030066743757891	206635000__207525000	891965	10.421866416931152	>500 kb	43884	False	891965		
ENSG00000162889__MAPKAPK2__tss206684905	MAPKAPK2	True	-0.0001857562038259	-0.0054711544934642	206680000__207565000	882596	2.7687269151210785	>500 kb	73569	False	882596		
ENSG00000142224__IL19__tss206770764	IL19	True	1.9143687395575197e-07	0.000259905161101	206770000__207515000	746737	3.640209913253784	>500 kb	121498	False	746737		
ENSG00000136634__IL10__tss206774541	IL10	True	2.122768362710894e-09	3.0474453569728847e-06	206770000__207515000	742960	3.640209913253784	>500 kb	123387	False	742960		
ENSG00000162891__IL20__tss206865623	IL20	True	-1.3818070981471108e-07	-0.0001547535131684	206865000__206270000	-593122	6.2410993576049805	>500 kb	213305	False	593122		
ENSG00000162892__IL24__tss206897443	IL24	True	-5.6836825156838416e-08	-7.542325849321585e-05	206895000__207560000	665058	9.386764526367188	>500 kb	154838	False	665058		
ENSG00000162894__FCMR__tss206923247	FCMR	True	-1.3913634935140706e-06	-0.0017177669548405	206920000__207560000	639254	2.362797826528549	>500 kb	165240	False	639254		
ENSG00000162896__PIGR__tss206946466	PIGR	True	-1.3022249420830355e-06	-0.0013343177861934	206945000__207570000	626035	6.940134525299072	>500 kb	199349	False	626035		
ENSG00000162897__FCAMR__tss206970625	FCAMR	True	1.1851011160599253e-07	0.0001595947951132	206970000__207525000	556876	2.9198036193847656	>500 kb	216429	False	556876		
ENSG00000182795__C1orf116__tss207032756	C1orf116	True	1.508936299628649e-05	0.0043601109353923	207030000__206380000	-650255	5.4908013343811035	>500 kb	187239	False	650255		
ENSG00000123836__PFKFB2__tss207034366	PFKFB2	True	-9.115130804205436e-06	-0.007763282566847	207030000__206380000	-651865	5.4908013343811035	>500 kb	186434	False	651865		
ENSG00000180667__YOD1__tss207052980	YOD1	True	-7.46042050913439e-06	-0.0008466405213239	207050000__206225000	-825479	8.673419952392578	>500 kb	109627	False	825479		
ENSG00000123843__C4BPB__tss207088860	C4BPB	True	0.0125978748988114	0.0180259106079515	207085000__207400000	313641	8.441644787788391	clean ≤500 kb	348046	False	313641	300–500	5
ENSG00000123838__C4BPA__tss207104233	C4BPA	True	0.0006646491592748	0.0049117921887264	207100000__207400000	298268	4.159529328346252	clean ≤500 kb	358233	False	298268	150–300	5
ENSG00000196352__CD55__tss207321519	CD55	True	-0.0001174679741535	-0.0019017356470593	207320000__206360000	-959018	33.593135833740234	>500 kb	42857	False	959018		
ENSG00000117322__CR2__tss207453024	CR2	True	-1.041543143750542e-07	-0.0001453607798148	207450000__206845000	-605523	3.0606807470321655	>500 kb	192105	False	605523		
ENSG00000203710__CR1__tss207496147	CR1	True	-1.3838609998113e-07	-0.0001925218534698	207495000__206885000	-608646	2.2700300216674805	>500 kb	183043	False	608646		
ENSG00000197721__CR1L__tss207645113	CR1L	True	4.3009831231404015e-06	0.0032406222647008	207645000__206885000	-757612	3.621957540512085	>500 kb	106060	False	757612		
ENSG00000117335__CD46__tss207752037	CD46	True	-0.0002398447678366	-0.0012401326585436	207750000__208190000	440464	1.7880156859755516	clean ≤500 kb	294635	False	440464	300–500	1
ENSG00000174059__CD34__tss207911402	CD34	True	8.315336464012073e-08	0.0001175717484323	207910000__208570000	661099	2.957208156585694	>500 kb	181817	False	661099		
ENSG00000076356__PLXNA2__tss208244384	PLXNA2	True	0.0001415186174853	0.0149421839714131	208240000__207970000	-271883	2.4562798142433167	clean ≤500 kb	363925	False	271883	150–300	3
ENSG00000008118__CAMK1G__tss209583714	CAMK1G	True	-8.074721127641668e-08	-0.0001137757855026	209580000__208655000	-926213	5.3752288818359375	>500 kb	59260	False	926213		
ENSG00000196878__LAMB3__tss209652425	LAMB3	True	6.690478608934337e-06	0.0016020598571855	209650000__210625000	975076	3.017385721206665	>500 kb	34829	False	975076		
ENSG00000123689__G0S2__tss209675412	G0S2	True	0.0009426917751352	0.0075165045513767	209675000__208680000	-992911	5.110469818115234	>500 kb	25911	False	992911		
ENSG00000117594__HSD11B1__tss209686178	HSD11B1	True	7.253513500526666e-08	9.87388859780725e-05	209685000__210580000	896323	6.574059009552002	>500 kb	64205	False	896323		
ENSG00000009790__TRAF3IP3__tss209756032	TRAF3IP3	True	5.117033482638495e-07	0.0005999575528337	209755000__208805000	-948531	3.480381727218628	>500 kb	33101	False	948531		
ENSG00000162757__C1orf74__tss209784559	C1orf74	True	0.0002258638933203	0.0020850369533353	209780000__210735000	952942	3.0037248134613037	>500 kb	35896	False	952942		
ENSG00000117595__IRF6__tss209806175	IRF6	True	2.190104163266016e-05	0.0066968602680811	209805000__210770000	966326	5.702971935272217	>500 kb	39204	False	966326		
ENSG00000289700__ENSG00000289700__tss209806179	ENSG00000289700	True	-8.183555176839111e-06	-0.0023575694780336	209805000__210770000	966322	5.702971935272217	>500 kb	39206	False	966322		
ENSG00000117597__UTP25__tss209827972	UTP25	True	-9.582425843743247e-06	-0.0004141937833027	209825000__210660000	834529	2.422983884811402	>500 kb	80102	False	834529		
ENSG00000143469__SYT14__tss209900923	SYT14	True	2.4089640304216985e-08	3.4415683297552046e-05	209900000__210880000	981578	3.681445598602295	>500 kb	31578	False	981578		
ENSG00000082497__SERTAD4__tss210232796	SERTAD4	True	-5.508629025142943e-07	-0.0005292916723865	210230000__211040000	809705	5.842991828918457	>500 kb	97514	False	809705		
ENSG00000054392__HHAT__tss210328252	HHAT	True	-6.937785313094547e-06	-0.0030706894928204	210325000__211115000	789249	5.633333534002304	>500 kb	127742	False	789249		
ENSG00000143473__KCNH1__tss211134165	KCNH1	True	1.676045441979161e-06	0.0020991166243007	211130000__210410000	-721664	13.323617815971376	>500 kb	129034	False	721664		
ENSG00000283952__ENSG00000283952__tss211188533	ENSG00000283952	True	2.4601972467857492e-08	3.5429725764879146e-05	211185000__210580000	-606032	6.317855209112167	>500 kb	181850	False	606032		
ENSG00000117625__RCOR3__tss211258377	RCOR3	True	-3.611582972627356e-05	-0.0014082225466823	211255000__210410000	-845876	3.949758529663086	>500 kb	99428	False	845876		
ENSG00000082512__TRAF5__tss211326615	TRAF5	True	0.0001346425075801	0.0680757563047949	211325000__211505000	180886	3.208089768886566	clean ≤500 kb	414424	False	180886	150–300	4
ENSG00000198570__RD3__tss211492162	RD3	True	1.3581186217644594e-08	1.933145104167231e-05	211490000__210630000	-859661	3.3774468898773193	>500 kb	92536	False	859661		
ENSG00000170385__SLC30A1__tss211579161	SLC30A1	True	-0.0002512526216182	-0.0012052650969761	211575000__212390000	813340	3.32508447766304	>500 kb	83197	False	813340		
ENSG00000117650__NEK2__tss211675630	NEK2	True	-4.949641840856778e-05	-0.0002650766088799	211675000__212455000	781871	5.15756830573082	>500 kb	96431	False	781871		
